QueryResult

# Config entry for catalogue:
serv_type: local
symbol: {PA A_I B_I AREA} {ellipse white {double($B_I)/double($A_I)} {($PA)} {} {}} {{sqrt(7.0*$AREA*double($B_I)/(22.0*double($A_I)))} {}}
# End config entry

# CURSA extensions for info and readability:
#column-units: none 	DEGREES{IHMS.3}	DEGREES{+IDMS.2}	mas/yr          	mas/yr          	mas/yr          	mas/yr          	magnitude       	magnitude       	magnitude       	magnitude       	pixels          	0.01 micron     	0.01 micron     	degrees         	                	sigma           	                	                
#column-types: INTEGER	DOUBLE	DOUBLE	REAL	REAL	REAL	REAL	REAL	REAL	REAL	REAL	INTEGER	INTEGER	INTEGER	INTEGER	INTEGER	REAL	INTEGER	INTEGER
#column-formats: I6	F11.7	F11.7	E12.4	E12.4	E12.4	E12.4	F7.3 	F7.3 	F7.3 	F7.3 	I9   	I7   	I7   	I3   	I2   	F8.3 	I6   	I10  

id	ra	dec	MU_ACOSD	MU_D	SIGMU_A	SIGMU_D	B_J	R_1	R_2	I	AREA	A_I	B_I	PA	CLASS	N_0_1	BLEND	QUALITY
000098	 10.9541979	 61.3343963	 -0.1015E+01	 -0.2953E+00	  0.5682E+01	  0.5629E+01	   20.804	   19.577	   19.407	   18.580	       51	   3714	   3314	175	 2	   1.801	     0	         0
000099	 10.9659074	 61.3345023	  0.9999E+09	  0.9999E+09	  0.9999E+09	  0.9999E+09	   99.999	   99.999	   99.999	   20.007	       13	   3699	   1460	163	 1	   1.812	     0	         0
000100	 11.1492940	 61.3345309	 -0.4358E+00	  0.2795E+01	  0.5092E+01	  0.5047E+01	   20.728	   19.319	   19.213	   17.923	       71	   4033	   3785	167	 2	   1.978	     0	         0
000101	 11.2574839	 61.3347257	  0.9999E+09	  0.9999E+09	  0.9999E+09	  0.9999E+09	   99.999	   99.999	   99.999	   20.573	        8	   1613	   1408	136	 2	  -2.214	     0	         0
000102	 10.9219999	 61.3348340	 -0.4927E+01	  0.1958E+01	  0.5769E+01	  0.5706E+01	   21.142	   19.614	   19.629	   18.600	       45	   3480	   3028	 12	 2	   0.397	     0	         0
000103	 10.8549100	 61.3349251	  0.8557E+00	 -0.1106E+02	  0.3324E+01	  0.3172E+01	   19.161	   17.906	   17.925	   17.492	       82	   4552	   4073	 19	 2	   0.949	     0	         0
000104	 11.2340792	 61.3350506	  0.6497E-01	 -0.4712E+01	  0.6181E+01	  0.6074E+01	   21.132	   19.808	   19.730	   18.930	       40	   3375	   2797	107	 2	   1.223	     0	         0
000105	 11.2939206	 61.3352340	  0.1950E+03	 -0.3052E+03	  0.1129E+03	  0.1159E+03	   99.999	   99.999	   21.098	   20.138	        8	   2953	   1044	156	 1	   1.571	     0	         0
000106	 11.1609560	 61.3353170	 -0.3842E+00	  0.8526E+00	  0.3044E+01	  0.2530E+01	   15.135	   14.139	   14.077	   13.751	      254	   7474	   6932	 13	 2	   1.042	     0	         0
000107	 10.8679431	 61.3355852	  0.9999E+09	  0.9999E+09	  0.9999E+09	  0.9999E+09	   99.999	   99.999	   99.999	   20.755	        8	   2054	   1648	 90	 2	   1.137	     0	         0
000108	 10.9112662	 61.3356459	  0.6522E+03	 -0.4365E+03	  0.5116E+02	  0.5106E+02	   99.999	   99.999	   20.948	   19.756	       22	   2804	   2326	131	 2	  -0.384	     0	         0
000109	 11.2076469	 61.3357490	  0.2303E+02	 -0.3470E+00	  0.9890E+02	  0.9966E+02	   99.999	   99.999	   21.321	   19.531	       20	   3344	   2230	169	 1	   2.338	     0	         0
000110	 11.2750388	 61.3358424	  0.1356E+03	  0.1674E+03	  0.1018E+03	  0.1030E+03	   99.999	   99.999	   21.461	   19.697	       18	   3629	   1892	142	 1	   3.117	     0	         0
000111	 11.1104051	 61.3359565	  0.9999E+09	  0.9999E+09	  0.9999E+09	  0.9999E+09	   99.999	   99.999	   99.999	   20.484	       11	   2453	   1650	104	 2	   1.528	     0	         0
000112	 11.1840537	 61.3359656	 -0.1124E+01	  0.5466E+01	  0.7382E+01	  0.7352E+01	   99.999	   20.379	   19.741	   18.694	       46	   5628	   3984	 38	 1	  10.900	     0	         0
000113	 11.2249817	 61.3360115	 -0.1210E+02	  0.2676E+02	  0.7575E+01	  0.7488E+01	   22.009	   20.796	   19.768	   18.866	       39	   4764	   2691	166	 1	   4.915	     0	         0
000114	 11.3135702	 61.3360521	 -0.1962E+01	 -0.1188E+03	  0.8802E+02	  0.8949E+02	   99.999	   99.999	   20.284	   20.122	       15	   2366	   1981	 50	 2	   0.327	     0	         0
000115	 11.0000557	 61.3361031	  0.6952E+02	 -0.8154E+01	  0.8826E+02	  0.8896E+02	   99.999	   99.999	   21.235	   20.294	       12	   2402	   1301	162	 2	  -1.428	     0	         0
000116	 10.9664030	 61.3363008	 -0.6566E+01	  0.2860E+01	  0.4304E+01	  0.4258E+01	   19.947	   18.787	   18.726	   18.007	       59	   3838	   3177	 44	 2	  -0.481	     0	         0
000117	 11.2584482	 61.3364813	  0.3925E+01	 -0.3266E+01	  0.5579E+01	  0.5485E+01	   20.243	   19.447	   19.187	   18.199	       58	   4923	   3078	 72	 1	   2.840	     0	         0
000118	 10.9079424	 61.3365363	 -0.1949E+03	  0.7755E+01	  0.5931E+02	  0.5923E+02	   22.132	   99.999	   20.380	   19.102	       28	   4447	   1958	 86	 1	   4.285	     0	         0
000119	 11.0912689	 61.3365563	  0.9999E+09	  0.9999E+09	  0.9999E+09	  0.9999E+09	   99.999	   99.999	   99.999	   20.300	       11	   2494	   1246	 20	 2	  -2.781	     0	         0
000120	 10.9784013	 61.3366990	  0.1183E+01	 -0.6453E+01	  0.8333E+01	  0.8470E+01	   21.938	   19.972	   19.718	   19.450	       27	   3186	   2150	 82	 2	   0.671	     0	         0
000121	 10.9149274	 61.3367723	  0.2449E+03	 -0.5545E+02	  0.1040E+03	  0.1052E+03	   99.999	   99.999	   21.284	   20.304	        8	   1593	   1329	135	 4	  -3.919	     0	         0
000122	 11.1023373	 61.3368382	  0.9999E+09	  0.9999E+09	  0.9999E+09	  0.9999E+09	   99.999	   99.999	   99.999	   20.553	        8	   2223	   1002	 36	 2	  -1.765	     0	         0
000123	 11.0699898	 61.3368881	  0.9999E+09	  0.9999E+09	  0.9999E+09	  0.9999E+09	   99.999	   99.999	   99.999	   20.291	        8	   2677	   1070	123	 1	   0.996	     0	         0
000124	 11.0468016	 61.3372347	  0.1743E+01	  0.6683E+01	  0.6576E+01	  0.6475E+01	   21.944	   19.970	   20.334	   19.297	       31	   3013	   2635	116	 2	   0.737	     0	         0
000125	 11.1638472	 61.3373270	  0.1071E+03	 -0.1201E+02	  0.1007E+03	  0.1034E+03	   99.999	   99.999	   20.987	   20.619	        8	   1859	   1251	 74	 2	  -1.717	     0	         0
000126	 11.2178513	 61.3375355	 -0.1734E+01	 -0.9621E+01	  0.6529E+01	  0.6441E+01	   21.846	   19.906	   19.792	   18.480	       48	   5539	   2657	 42	 1	   3.843	     0	         0
000127	 11.0514334	 61.3377343	  0.2794E+01	 -0.1608E+01	  0.4498E+01	  0.4449E+01	   20.096	   18.902	   18.737	   17.866	       75	   4496	   3685	119	 2	   2.360	     0	         0
000128	 11.3200469	 61.3378747	 -0.1446E+02	  0.7584E+01	  0.4663E+01	  0.4660E+01	   18.912	   17.842	   18.293	   17.809	       63	   3767	   3552	101	 2	  -0.348	     0	         0
000129	 11.1434080	 61.3380775	  0.3675E+02	  0.1212E+02	  0.5043E+02	  0.5052E+02	   21.866	   99.999	   20.799	   19.919	       19	   2555	   2100	130	 2	   0.965	     0	         0
000130	 11.0612780	 61.3382872	  0.9999E+09	  0.9999E+09	  0.9999E+09	  0.9999E+09	   99.999	   99.999	   99.999	   19.980	       11	   4055	   1748	151	 1	   4.354	     0	         0
000131	 11.1894979	 61.3385445	  0.1919E+01	 -0.1140E+02	  0.7467E+01	  0.7403E+01	   99.999	   20.689	   20.123	   19.766	       24	   3305	   2192	104	 2	   2.028	     0	         0
000132	 10.9139384	 61.3385565	  0.9999E+09	  0.9999E+09	  0.9999E+09	  0.9999E+09	   99.999	   99.999	   99.999	   20.323	        8	   2731	   1054	122	 1	  -0.447	     0	         0
000133	 11.3102757	 61.3385600	 -0.5791E+03	 -0.2514E+03	  0.6032E+02	  0.6199E+02	   99.999	   99.999	   21.072	   20.638	        8	   2065	   1115	 20	 2	  -0.713	     0	         0
000134	 11.3046515	 61.3386052	  0.9999E+09	  0.9999E+09	  0.9999E+09	  0.9999E+09	   99.999	   99.999	   99.999	   20.457	       11	   2728	   1445	144	 2	   1.237	     0	         0
000135	 11.0942895	 61.3386184	 -0.5210E+02	 -0.2129E+02	  0.7822E+02	  0.7822E+02	   99.999	   99.999	   20.791	   19.603	       22	   2644	   2312	 80	 2	  -1.373	     0	         0
000136	 10.9481234	 61.3389249	  0.1727E+02	 -0.1890E+02	  0.2988E+01	  0.2487E+01	   15.399	   14.338	   14.348	   14.067	      211	   6732	   6600	147	 2	  -0.150	     0	         0
000137	 11.2957460	 61.3389502	  0.3969E+01	  0.3819E+01	  0.3349E+01	  0.3201E+01	   19.597	   18.040	   17.654	   16.749	       95	   4692	   4217	 30	 2	  -0.385	     0	         0
000138	 10.8108754	 61.3390516	  0.9070E+01	  0.3202E+01	  0.3981E+01	  0.3888E+01	   20.023	   18.534	   18.619	   17.778	       68	   3951	   3618	 86	 2	   0.613	     0	         0
000139	 11.1048755	 61.3390699	 -0.7661E+02	 -0.5287E+02	  0.8195E+02	  0.8265E+02	   99.999	   99.999	   20.969	   19.882	       18	   2584	   2065	 57	 2	  -0.402	     0	         0
000140	 11.1775947	 61.3395065	  0.9999E+09	  0.9999E+09	  0.9999E+09	  0.9999E+09	   99.999	   99.999	   99.999	   20.605	        8	   1879	   1330	179	 2	  -1.511	     0	         0
000141	 11.3072493	 61.3395231	  0.4059E+01	 -0.1496E+01	  0.6911E+01	  0.6869E+01	   21.932	   20.157	   20.279	   18.727	       45	   4229	   3484	117	 1	   5.728	     0	         0
000142	 11.2117728	 61.3395953	  0.9999E+09	  0.9999E+09	  0.9999E+09	  0.9999E+09	   99.999	   99.999	   99.999	   19.890	        8	   3181	   1498	 18	 1	   4.120	     0	         0
000143	 11.1113579	 61.3398784	  0.2209E+03	  0.4304E+03	  0.8870E+02	  0.8949E+02	   99.999	   99.999	   20.795	   18.986	       31	   4367	   2283	 14	 1	   7.284	     0	         0
000144	 10.8029874	 61.3399809	  0.4461E+02	  0.1373E+02	  0.1056E+03	  0.1071E+03	   99.999	   99.999	   21.570	   20.054	        9	   2965	   1235	  2	 1	   2.045	     0	         0
000145	 10.9736320	 61.3400210	 -0.1070E+02	 -0.5267E+02	  0.5450E+02	  0.5494E+02	   21.948	   99.999	   21.347	   20.593	        9	   2065	   1257	174	 2	  -1.198	     0	         0
000146	 11.0369422	 61.3403499	 -0.1170E+03	 -0.4002E+02	  0.9309E+01	  0.9547E+01	   99.999	   99.999	   20.553	   20.330	        8	   2892	    948	132	 1	   0.578	     0	         0
000147	 11.3019374	 61.3404610	  0.2727E+02	  0.2272E+03	  0.9552E+02	  0.9813E+02	   99.999	   99.999	   20.648	   20.593	        8	   1945	   1251	 74	 2	  -1.306	     0	         0
000148	 11.3123865	 61.3404662	 -0.7696E+01	  0.1654E+01	  0.7054E+01	  0.7024E+01	   21.434	   20.434	   20.735	   19.598	       23	   2779	   2318	 87	 2	   0.756	     0	         0
000149	 11.0229442	 61.3405756	  0.3673E+02	  0.3569E+01	  0.7053E+01	  0.4201E+01	   11.833	   10.155	    9.725	    9.419	     1153	  16096	  15051	 83	 2	   0.856	     0	         0
000150	 11.2119710	 61.3406616	 -0.2855E+03	  0.2273E+03	  0.1055E+03	  0.1081E+03	   99.999	   99.999	   20.814	   19.600	       12	   2872	   1471	 72	 1	   3.581	     0	         0
000151	 11.1698546	 61.3406730	 -0.2875E+01	 -0.2802E+01	  0.7830E+01	  0.7765E+01	   99.999	   20.818	   20.678	   19.224	       27	   3266	   2738	150	 1	   2.544	     0	         0
000152	 11.0405650	 61.3407630	  0.3738E+02	 -0.1594E+02	  0.9180E+01	  0.9392E+01	   99.999	   20.147	   99.999	   20.356	       12	   2656	   1375	 41	 2	   0.068	     0	         0
000153	 11.0512077	 61.3407710	  0.9999E+09	  0.9999E+09	  0.9999E+09	  0.9999E+09	   99.999	   99.999	   99.999	   20.692	        8	   2203	   1226	147	 2	  -0.656	     0	         0
000154	 11.0562732	 61.3408426	  0.2689E+03	 -0.9292E+02	  0.9995E+02	  0.1007E+03	   99.999	   99.999	   21.485	   19.336	       25	   4431	   1982	141	 1	   4.434	     0	         0
000155	 10.8913633	 61.3408449	 -0.8154E+01	 -0.9551E+01	  0.7480E+01	  0.7411E+01	   21.913	   20.593	   20.524	   19.391	       23	   3738	   1920	 40	 1	   2.834	     0	         0
000156	 11.1959557	 61.3409647	 -0.3453E+01	  0.7351E+01	  0.5998E+01	  0.5891E+01	   20.905	   19.721	   19.858	   18.704	       46	   3389	   3205	106	 2	   1.094	     0	         0
000157	 11.2235304	 61.3409693	  0.8340E+00	 -0.1170E+02	  0.7052E+01	  0.7145E+01	   20.787	   18.888	   19.231	   18.158	       59	   3908	   3344	176	 2	   1.537	     1	         0
000158	 10.9564445	 61.3410277	  0.9999E+09	  0.9999E+09	  0.9999E+09	  0.9999E+09	   99.999	   99.999	   99.999	   20.717	        9	   2469	   1301	172	 2	   1.325	     0	         0
000159	 11.0042268	 61.3410649	  0.3945E+03	  0.4281E+03	  0.1052E+03	  0.1074E+03	   99.999	   99.999	   20.827	   19.483	       17	   3741	   1518	  7	 1	   4.560	     0	         0
000160	 10.8265148	 61.3412196	 -0.2411E+01	 -0.6030E+01	  0.5728E+01	  0.5683E+01	   21.611	   19.647	   19.647	   18.272	       58	   3888	   3537	101	 2	   1.580	     0	         0
000161	 10.8666625	 61.3415073	  0.1624E+01	  0.7590E+01	  0.6313E+01	  0.6216E+01	   21.489	   19.847	   19.958	   19.023	       35	   3176	   2676	173	 2	   0.232	     0	         0
000162	 10.8163093	 61.3415353	 -0.5908E+02	  0.1017E+03	  0.5815E+02	  0.5949E+02	   21.989	   99.999	   20.501	   20.078	       15	   2337	   1623	 62	 2	  -1.413	     0	         0
000163	 10.9192824	 61.3416287	 -0.7197E+02	  0.2484E+02	  0.1068E+03	  0.1094E+03	   99.999	   99.999	   20.499	   20.365	        8	   1757	   1232	135	 4	  -2.967	     0	         0
000164	 10.8099575	 61.3418447	 -0.4184E+02	 -0.3348E+02	  0.8909E+01	  0.9066E+01	   99.999	   19.905	   20.539	   19.043	       32	   5919	   2176	 47	 1	   7.418	     0	         0
000165	 11.1882672	 61.3419141	  0.9339E+00	 -0.2508E+01	  0.3403E+01	  0.3251E+01	   19.450	   18.078	   17.655	   16.797	      106	   4915	   4499	119	 2	   1.556	     0	         0
000166	 10.9756620	 61.3419519	  0.1760E+03	  0.2843E+03	  0.9922E+02	  0.1011E+03	   99.999	   99.999	   20.404	   19.424	       23	   4013	   2032	 36	 1	   4.596	     0	         0
000167	 11.1482220	 61.3421920	 -0.2457E+03	  0.2494E+02	  0.9626E+02	  0.9775E+02	   99.999	   99.999	   20.401	   18.959	       35	   3614	   2650	 14	 1	   3.298	     0	         0
000168	 11.2233374	 61.3422939	 -0.8505E+01	  0.6558E+02	  0.7575E+01	  0.7681E+01	   99.999	   99.999	   21.245	   20.066	       18	   2667	   2220	 46	 2	   1.587	     2	         0
000169	 10.9702585	 61.3423684	  0.9548E+00	 -0.4290E+00	  0.5750E+01	  0.5695E+01	   21.187	   19.609	   19.685	   18.522	       49	   3375	   3315	 11	 2	   0.771	     0	         0
000170	 10.9582069	 61.3424154	  0.9999E+09	  0.9999E+09	  0.9999E+09	  0.9999E+09	   99.999	   99.999	   99.999	   19.702	       15	   2851	   1627	137	 1	   2.398	     0	         0
000171	 11.0722450	 61.3426125	 -0.3699E+01	  0.3201E+00	  0.3124E+01	  0.2932E+01	   19.061	   17.642	   17.667	   16.930	      116	   5521	   4359	138	 2	   1.579	     1	         0
000172	 11.0657677	 61.3428113	  0.3248E+03	  0.2674E+03	  0.9927E+02	  0.1022E+03	   99.999	   99.999	   20.918	   20.555	       10	   2055	   1566	126	 2	  -0.712	     0	         0
000173	 11.0896772	 61.3428898	  0.9999E+09	  0.9999E+09	  0.9999E+09	  0.9999E+09	   99.999	   99.999	   99.999	   20.234	       10	   2986	   1160	169	 1	   0.385	     0	         0
000174	 11.2056605	 61.3430159	  0.1660E+02	 -0.1167E+02	  0.5646E+01	  0.5589E+01	   21.307	   19.406	   19.410	   17.624	       98	   6100	   3714	103	 1	   6.358	     0	         0
000175	 11.3108395	 61.3430319	 -0.2217E+01	 -0.2970E+01	  0.3723E+01	  0.3579E+01	   19.793	   18.324	   18.260	   17.427	       82	   4262	   3898	  5	 2	   0.911	     0	         0
000176	 10.9890870	 61.3431012	 -0.4208E+01	  0.4452E+00	  0.6747E+01	  0.6705E+01	   21.794	   20.092	   19.911	   18.577	       47	   4893	   2793	  5	 1	   4.607	     0	         0
000177	 11.2780543	 61.3433081	  0.1731E+02	  0.6268E+01	  0.3818E+02	  0.3780E+02	   20.566	   99.999	   19.348	   18.930	       32	   3021	   2462	117	 2	  -1.767	     2	         0
000178	 10.9089606	 61.3434473	 -0.1028E+03	 -0.3832E+02	  0.6000E+02	  0.6018E+02	   22.256	   99.999	   20.242	   19.123	       31	   4177	   2291	 84	 1	   4.373	     0	         0
000179	 10.9258221	 61.3434708	  0.9999E+09	  0.9999E+09	  0.9999E+09	  0.9999E+09	   99.999	   99.999	   99.999	   20.333	       10	   3341	   1020	 20	 1	  -0.027	     0	         0
000180	 11.0109413	 61.3436570	  0.7521E+02	 -0.6060E+02	  0.5694E+02	  0.5759E+02	   21.174	   99.999	   19.587	   18.685	       44	   3727	   3241	144	 1	   2.898	     0	         0
000181	 10.8102818	 61.3436742	 -0.2096E+02	  0.1456E+03	  0.8314E+01	  0.8453E+01	   21.765	   99.999	   20.609	   19.683	       23	   3013	   1959	 21	 2	   0.120	     0	         0
000182	 11.0700620	 61.3437527	 -0.2788E+02	  0.2682E+02	  0.3560E+01	  0.3382E+01	   99.999	   99.999	   20.640	   20.033	       14	   2768	   1967	169	 2	  -1.686	     2	         0
000183	 11.2608684	 61.3438323	 -0.1090E+01	 -0.7958E-01	  0.4047E+01	  0.3996E+01	   19.834	   18.637	   18.490	   17.679	       69	   3814	   3760	158	 2	   0.010	     0	         0
000184	 11.1206438	 61.3441446	 -0.3068E+00	 -0.4200E+01	  0.4837E+01	  0.4797E+01	   20.644	   19.132	   19.069	   18.132	       53	   3580	   3094	134	 2	  -0.368	     0	         0
000185	 10.8443590	 61.3442237	 -0.4917E+01	 -0.7948E+00	  0.2844E+01	  0.2449E+01	   16.883	   15.387	   15.572	   14.815	      191	   6888	   5882	 75	 2	   0.987	     0	         0
000186	 11.1709736	 61.3442838	 -0.2096E+02	  0.8902E+02	  0.6506E+02	  0.6630E+02	   22.058	   99.999	   20.733	   19.258	       27	   3922	   2381	139	 1	   3.235	     0	         0
000187	 10.9853765	 61.3444305	  0.4674E+02	 -0.2882E+02	  0.7161E+01	  0.7077E+01	   99.999	   99.999	   19.738	   19.765	       24	   3051	   2265	 35	 2	   1.636	     2	         0
000188	 10.8758264	 61.3445210	 -0.7189E+00	  0.4052E+01	  0.2813E+01	  0.2518E+01	   19.027	   16.866	   16.846	   15.433	      159	   6361	   5224	 62	 2	   0.052	     2	         0
000189	 11.1970667	 61.3446408	 -0.3279E+02	 -0.7644E+01	  0.4953E+02	  0.4963E+02	   21.786	   99.999	   20.002	   19.805	       19	   2284	   2195	154	 2	  -1.109	     0	         0
000190	 11.0569556	 61.3446815	  0.9999E+09	  0.9999E+09	  0.9999E+09	  0.9999E+09	   99.999	   99.999	   99.999	   20.612	       10	   2155	   1708	 62	 2	   0.613	     0	         0
000191	 11.1627648	 61.3449210	 -0.1748E+01	  0.4427E+01	  0.3230E+01	  0.3079E+01	   18.966	   17.835	   17.605	   17.105	       83	   4256	   4055	 58	 2	  -0.647	     0	         0
000192	 10.9836588	 61.3449846	  0.1196E+02	 -0.5193E+01	  0.7361E+01	  0.7279E+01	   22.134	   20.524	   19.738	   18.920	       36	   3688	   3106	109	 1	   5.247	     1	         0
000193	 11.2766327	 61.3452120	 -0.8277E+01	  0.1237E+02	  0.2898E+01	  0.2450E+01	   16.376	   15.076	   15.382	   15.038	      164	   5991	   5644	176	 2	  -0.900	     1	         0
000194	 10.8068394	 61.3453810	  0.4718E+01	 -0.1305E+02	  0.6770E+01	  0.6705E+01	   21.711	   20.396	   19.928	   18.852	       38	   3297	   2813	137	 2	   0.511	     0	         0
000195	 11.0758168	 61.3454412	 -0.4773E+02	 -0.2506E+03	  0.9130E+02	  0.9288E+02	   99.999	   99.999	   20.620	   19.849	       20	   3364	   1648	161	 2	   0.889	     0	         0
000196	 10.8793507	 61.3454561	  0.2351E+02	  0.4791E+02	  0.6927E+02	  0.6892E+02	   99.999	   99.999	   20.370	   19.095	       31	   3526	   2692	 11	 2	   0.582	     1	         0
000197	 10.9258262	 61.3455460	  0.9999E+09	  0.9999E+09	  0.9999E+09	  0.9999E+09	   99.999	   99.999	   99.999	   20.166	       15	   2847	   1657	  4	 2	   0.234	     0	         0
000198	 11.1851068	 61.3455581	 -0.3061E+02	 -0.8905E+02	  0.9854E+02	  0.1012E+03	   99.999	   99.999	   20.901	   20.484	       11	   2050	   1468	 76	 2	   0.416	     0	         0
000199	 10.9391921	 61.3456394	 -0.2174E+02	 -0.1517E+02	  0.6337E+01	  0.6291E+01	   21.608	   19.823	   19.917	   18.124	       68	   5176	   3488	 98	 1	   4.206	     0	         0
000200	 11.1897895	 61.3457071	 -0.2978E+01	 -0.5566E+01	  0.7377E+01	  0.7350E+01	   99.999	   20.555	   20.999	   19.968	       18	   2586	   1996	136	 2	   0.613	     0	         0
000201	 11.2898091	 61.3457987	  0.7713E+01	  0.6999E+01	  0.6722E+01	  0.6684E+01	   20.247	   20.153	   19.624	   20.063	       15	   2564	   1738	130	 2	  -0.386	     0	         0
000202	 11.0037650	 61.3460021	 -0.7814E+01	  0.6534E+01	  0.5406E+01	  0.5314E+01	   20.718	   19.477	   19.181	   18.134	       59	   4031	   3179	157	 2	   1.422	     0	         0
000203	 11.0194824	 61.3460760	  0.2927E+02	 -0.1049E+02	  0.6748E+02	  0.6893E+02	   21.631	   99.999	   20.504	   20.045	       14	   3265	   1439	 62	 1	   1.771	     0	         0
000204	 11.0892824	 61.3461803	 -0.3705E+01	 -0.4417E+01	  0.2803E+01	  0.2402E+01	   16.829	   15.802	   15.577	   15.113	      169	   6483	   5334	 62	 2	   0.649	     0	         0
000205	 11.0813624	 61.3461849	  0.9999E+09	  0.9999E+09	  0.9999E+09	  0.9999E+09	   99.999	   99.999	   99.999	   19.739	       11	   3205	   1271	 32	 1	   3.301	     0	         0
000206	 11.0175750	 61.3462130	  0.9999E+09	  0.9999E+09	  0.9999E+09	  0.9999E+09	   99.999	   99.999	   99.999	   20.716	        8	   2107	    998	  0	 2	  -0.530	     0	         0
000207	 10.9793158	 61.3463889	 -0.5940E+00	 -0.2448E+01	  0.4401E+01	  0.4350E+01	   20.229	   18.874	   18.755	   17.987	       60	   3828	   3413	 69	 2	   0.009	     0	         0
000208	 11.1115000	 61.3464072	  0.1815E+02	 -0.5154E+02	  0.9378E+02	  0.9566E+02	   99.999	   99.999	   20.594	   20.347	       11	   2068	   1442	 16	 2	  -1.209	     0	         0
000209	 10.8215845	 61.3465184	  0.9999E+09	  0.9999E+09	  0.9999E+09	  0.9999E+09	   99.999	   99.999	   99.999	   20.436	       12	   2348	   1583	175	 2	   0.478	     0	         0
000210	 11.0638597	 61.3466507	 -0.1285E+02	 -0.2286E+02	  0.7892E+02	  0.7928E+02	   99.999	   99.999	   20.768	   19.734	       23	   2966	   2070	 69	 2	   0.910	     0	         0
000211	 10.8816557	 61.3466880	 -0.7862E+02	  0.4161E+02	  0.1018E+03	  0.1026E+03	   99.999	   99.999	   21.499	   19.635	       20	   3313	   1815	 62	 1	   2.460	     0	         0
000212	 11.0151371	 61.3467722	  0.2912E+02	  0.9399E-01	  0.7403E+01	  0.7345E+01	   21.387	   20.704	   20.104	   20.029	       18	   3182	   2811	100	 2	   0.940	     0	         0
000213	 11.2700334	 61.3467808	 -0.2673E+02	 -0.1981E+02	  0.7579E+01	  0.7656E+01	   21.205	   19.294	   19.510	   18.332	       52	   4190	   2842	169	 2	   1.570	     0	         0
000214	 11.2728598	 61.3468415	  0.9999E+09	  0.9999E+09	  0.9999E+09	  0.9999E+09	   99.999	   99.999	   99.999	   20.124	       16	   2492	   1991	 72	 2	   0.871	     0	         0
000215	 11.0451314	 61.3469464	  0.8832E+01	 -0.6186E+00	  0.7071E+01	  0.7014E+01	   22.211	   20.601	   20.172	   19.331	       29	   3543	   2479	  9	 2	   1.175	     0	         0
000216	 10.9649380	 61.3472947	 -0.1083E+03	 -0.1788E+03	  0.8333E+02	  0.8405E+02	   99.999	   99.999	   20.920	   20.161	       17	   2469	   2055	 44	 2	   0.583	     0	         0
000217	 10.9880631	 61.3473532	  0.8210E+02	 -0.1625E+03	  0.5432E+02	  0.5517E+02	   21.785	   99.999	   20.198	   19.787	       20	   2536	   2094	152	 2	  -0.517	     0	         0
000218	 10.9047407	 61.3474735	 -0.1510E+01	  0.2633E+01	  0.6325E+01	  0.6269E+01	   21.713	   19.860	   20.072	   19.124	       38	   3760	   2706	140	 2	   2.001	     0	         0
000219	 11.0228652	 61.3474884	  0.1871E+02	 -0.9983E+01	  0.6981E+01	  0.6911E+01	   20.719	   20.251	   19.765	   20.100	       18	   2661	   1947	 84	 2	   1.148	     0	         0
000220	 11.3141294	 61.3475216	  0.1195E+01	 -0.3002E+00	  0.3457E+01	  0.3360E+01	   18.837	   18.049	   18.138	   17.332	       94	   4679	   4218	147	 2	   1.449	     0	         0
000221	 11.0597825	 61.3475990	  0.5614E+00	  0.1011E+02	  0.5775E+01	  0.5731E+01	   21.091	   19.638	   19.927	   18.386	       53	   3642	   3230	 20	 2	   0.729	     0	         0
000222	 11.2220826	 61.3476076	  0.4948E+03	  0.3095E+03	  0.5620E+02	  0.5679E+02	   99.999	   99.999	   20.851	   20.671	        8	   1900	   1314	 18	 2	  -0.114	     0	         0
000223	 11.1281209	 61.3476339	 -0.2885E+03	 -0.2734E+03	  0.9648E+02	  0.9767E+02	   99.999	   99.999	   21.080	   19.590	       16	   2983	   1744	 36	 1	   2.975	     0	         0
000224	 11.1108371	 61.3477766	 -0.5409E+03	 -0.4649E+03	  0.6670E+02	  0.6830E+02	   99.999	   99.999	   21.448	   19.711	       15	   2859	   1973	158	 1	   2.619	     0	         0
000225	 10.8309971	 61.3477863	 -0.2872E+01	 -0.1229E+01	  0.6989E+01	  0.6900E+01	   21.861	   20.402	   19.909	   19.316	       29	   2799	   2488	 76	 2	  -0.447	     0	         0
000226	 10.8860440	 61.3478820	  0.9999E+09	  0.9999E+09	  0.9999E+09	  0.9999E+09	   99.999	   99.999	   99.999	   20.243	       15	   2221	   2091	 63	 2	   0.493	     0	         0
000227	 11.2412927	 61.3479210	  0.4768E+01	  0.8921E+01	  0.4982E+01	  0.4937E+01	   20.730	   19.259	   19.089	   17.921	       69	   4101	   3764	 10	 2	   1.985	     0	         0
000228	 10.8672710	 61.3480636	 -0.3681E+01	  0.4633E+01	  0.3776E+01	  0.3635E+01	   20.929	   18.418	   18.321	   16.951	       99	   4793	   4142	 48	 2	   0.287	     0	         0
000229	 11.1631092	 61.3481570	  0.1744E+02	  0.4778E+01	  0.5427E+01	  0.5325E+01	   20.262	   19.326	   18.732	   17.843	       84	   6707	   3218	101	 1	   6.329	     0	         0
