,DEGREES{IHMS.3},DEGREES{+IDMS.2},mas/yr          ,mas/yr          ,mas/yr          ,mas/yr          ,magnitude       ,magnitude       ,magnitude       ,magnitude       ,pixels          ,0.01 micron     ,0.01 micron     ,degrees         ,                ,sigma           ,                ,                
,DOUBLE,DOUBLE,REAL,REAL,REAL,REAL,REAL,REAL,REAL,REAL,INTEGER,INTEGER,INTEGER,INTEGER,INTEGER,REAL,INTEGER,INTEGER
,F11.7,F11.7,E12.4,E12.4,E12.4,E12.4,F7.3 ,F7.3 ,F7.3 ,F7.3 ,I9   ,I7   ,I7   ,I3   ,I2   ,F8.3 ,I6   ,I10  
id,ra,dec,MU_ACOSD,MU_D,SIGMU_A,SIGMU_D,B_J,R_1,R_2,I,AREA,A_I,B_I,PA,CLASS,N_0_1,BLEND,QUALITY
660,11.3111586,61.3948743,-11.48,-2.97,2.941,2.49,16.099,14.789,14.803,14.434,198,6737,6033,80,2,-0.483,0,0
661,11.0190183,61.3949556,999900000,999900000,999900000,999900000,99.999,99.999,99.999,19.962,16,2661,2039,8,2,-1.525,0,0
662,11.1442073,61.3950295,81.76,-39.65,50.87,50.8,22.054,99.999,20.58,19.784,21,3052,2084,134,2,0.967,0,0
663,11.0240735,61.3951012,-1.903,0.6232,3.061,2.816,18.644,17.458,17.454,16.846,93,4762,4147,58,2,-0.054,0,0
664,11.1221754,61.3951705,-4.893,5.671,7.166,7.12,21.254,20.789,19.949,19.419,26,2884,2368,123,2,-0.1,0,0
665,11.2840222,61.3954639,2.049,-2.102,5.702,5.661,20.84,19.491,19.42,18.211,59,4227,3145,10,1,2.756,1,0
666,11.245807,61.3958134,-72.24,67.08,76.29,76.29,99.999,99.999,20.63,19.63,21,3014,1736,102,2,-0.773,0,0
667,10.8359738,61.3959148,-5.913,-2.365,8.008,8.139,21.576,19.602,20.05,19.274,32,3437,2498,12,2,1.22,0,0
668,11.1797731,61.3960735,-1.19,12.02,6.778,6.715,21.005,20.329,19.958,19.097,31,2801,2738,113,2,-0.155,0,0
669,11.2586831,61.3962454,-2.098,-0.6236,6.486,6.376,21.386,20.009,19.896,18.924,38,3359,2681,27,2,0.519,0,0
670,11.2309296,61.3962803,8.903,4.961,6.662,6.711,20.132,18.606,19.12,17.911,73,5000,3452,87,1,4.206,0,0
671,11.107542,61.396411,-50.61,21.9,45.24,44.95,21.725,99.999,20.341,19.065,33,3450,2292,97,2,0.265,0,0
672,11.0355447,61.3966716,11.75,-7.615,6.565,6.465,21.474,20.014,20.059,19.287,27,2592,2436,65,2,-2.113,0,0
673,11.2523147,61.3970641,-4.327,2.99,7.013,6.977,21.3,20.219,20.247,18.892,37,3571,2832,23,1,3.288,0,0
674,11.0677037,61.3971283,0.5007,0.1678,6.701,6.659,21.787,20.108,20.326,19.366,29,3479,2089,32,2,0.96,0,0
675,10.9508014,61.3971695,1.993,2.639,5.505,5.484,19.749,18.105,18.622,17.282,111,5864,4370,173,1,5.507,0,0
676,11.1296129,61.3973191,145.5,78.05,104.4,107,99.999,99.999,20.643,19.767,18,4886,1471,40,1,4.378,0,0
677,11.1234107,61.3974239,-56.06,-3.937,88.11,89.22,99.999,99.999,21.053,20.639,8,2283,923,80,2,-0.933,0,0
678,11.093076,61.3974492,7.654,-6.324,6.396,6.334,21.091,19.923,19.896,19.055,40,3218,2919,162,2,1.14,0,0
679,10.8599314,61.3974537,5.765,-6.385,3.332,3.181,19.667,17.965,17.989,16.907,95,4673,4160,141,2,0.075,0,0
680,11.1042996,61.3975821,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.582,9,1949,1318,111,2,-0.724,0,0
681,11.1191049,61.3977179,-1.429,-12.44,4.929,4.882,20.404,19.254,18.917,17.705,67,4167,3375,21,2,0.041,0,0
682,10.9861712,61.3977849,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.666,9,1959,1495,153,2,-0.229,0,0
683,11.0737048,61.3978829,2.663,-2.939,6.326,6.273,21.208,19.86,19.909,19.185,32,3151,2809,45,2,-0.77,2,0
684,11.057925,61.3980049,0.4721,1.586,4.332,4.283,19.115,17.638,17.985,17.125,95,5181,3885,156,2,1.992,0,0
685,11.1767926,61.3980301,8.912,0.07215,4.383,4.346,20.611,18.905,18.615,17.632,77,4296,3717,40,2,1.653,0,0
686,11.2910638,61.3981006,-0.2622,-3.925,4.17,4.074,20.078,18.731,18.539,17.485,82,4439,3950,175,2,1.591,0,0
687,10.9917392,61.3982318,0.5373,0.8,5.487,5.521,20.253,18.142,18.472,17.154,140,7363,4692,124,1,8.032,0,0
688,10.9416616,61.3983716,20.38,9.727,8.385,8.523,22.297,20.038,20.364,19.612,24,2930,2233,94,2,-0.174,0,0
689,11.0467816,61.3984696,0.6202,-2.987,3.102,2.897,18.319,17.594,17.305,16.8,102,4820,4323,69,2,-0.142,0,0
690,10.8316674,61.3984988,-12.61,-4.207,7.64,7.723,21.758,19.316,19.587,18.647,43,3272,2960,11,2,-0.295,0,0
691,11.2013873,61.3987309,-1.347,5.088,5.649,5.638,99.999,18.714,20.533,18.353,65,5965,4474,46,1,7.547,0,0
692,11.07124,61.3987526,2.752,3.781,5.15,5.147,19.255,18.09,18.389,17.829,79,4790,3799,133,2,1.853,1,0
693,10.8423004,61.3987801,-2.784,-1.605,3.013,2.771,18.396,17.367,17.426,16.99,89,4379,4127,50,2,-0.763,0,0
694,11.004711,61.3990483,60.41,18.12,93.45,95.66,99.999,99.999,20.596,20.316,11,2024,1437,15,2,-1.99,0,0
695,11.2415534,61.3993926,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.227,14,2668,1644,20,2,1.14,0,0
696,11.2205322,61.3994516,0.9492,-2.844,4.622,4.575,20.037,19.013,18.958,18.081,57,4366,2951,1,2,1.986,0,0
697,11.3131749,61.3994728,64.96,-28.82,91.91,92.65,99.999,99.999,19.982,19.046,32,3443,2582,160,1,2.897,0,0
698,10.9269807,61.399796,4.755,2.402,6.739,6.698,21.776,20.148,19.934,18.273,52,4069,2955,84,1,1.708,0,0
699,11.0331618,61.3999323,-15.9,-1.014,8.63,8.787,21.981,20.305,20.466,19.99,18,2378,2049,94,2,-0.674,0,0
700,10.8170427,61.3999524,227.2,116.2,103.7,105.9,99.999,99.999,20.751,19.395,24,5526,1588,98,1,6.013,0,0
701,10.8254886,61.4000441,2.622,15.12,4.838,4.793,20.766,19.169,19.27,17.808,69,3996,3691,131,2,0.399,0,0
702,10.8489347,61.4001862,-311.1,-133.6,111.4,114,99.999,99.999,21.011,20.083,8,2720,1024,59,1,3.41,0,0
703,11.3174153,61.4002916,7.466,-5.813,2.825,2.521,18.529,16.857,16.888,15.843,130,5369,5011,15,2,-0.246,0,0
704,11.0692335,61.4004033,2.394,11.95,8.195,8.344,21.456,19.776,20.226,19.802,21,3069,2001,143,2,1.077,0,0
705,11.1147544,61.4004366,-0.5386,-7.242,7.447,7.531,20.791,19.02,19.551,18.651,44,3538,2838,76,2,0.738,2,0
706,10.9391858,61.400656,74.56,-26.46,90.63,91.65,99.999,99.999,21.405,20.333,12,2362,1508,68,2,-1.124,0,0
707,10.8044857,61.400672,-17.16,5.903,4.285,4.231,18.348,18.711,19.022,19.103,38,3287,2901,45,2,1.846,0,0
708,11.0886533,61.400829,6.677,5.573,8.086,8.188,20.971,19.505,19.624,19.649,22,3249,1766,55,2,0.088,0,0
709,11.2162058,61.4008582,6.089,13.84,7.206,7.119,99.999,20.631,20.505,19.256,34,3482,2589,158,2,1.878,0,0
710,11.1582201,61.400864,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.545,10,2878,1247,56,2,1.018,0,0
711,11.1508656,61.4009115,40.31,298.3,98.57,99.35,99.999,99.999,21.249,19.566,20,2986,2245,144,1,3.094,0,0
712,11.0449704,61.4009683,70.35,100.6,93.38,95.59,99.999,99.999,20.562,20.382,13,2349,1743,164,2,0.637,0,0
713,11.1176209,61.4013206,5.233,0.2786,7.826,7.763,99.999,20.744,20.79,19.233,26,3158,2385,157,1,2.513,1,0
714,11.3219239,61.4014513,-22.66,179.4,97.58,99.89,99.999,99.999,20.896,20.309,12,2791,1292,109,2,0.179,0,0
715,11.1102773,61.401504,5.113,1.484,7.197,7.119,22.224,20.526,20.449,20.215,13,2066,1867,108,2,-2.077,0,0
716,11.0290881,61.4015338,14.32,-25.11,6.688,6.639,20.575,20.095,18.935,18.212,65,5852,3257,163,1,8.911,0,0
717,11.1013667,61.4018145,-4.344,5.535,6.87,6.907,20.157,18.633,19.066,17.778,78,5984,3343,146,1,5.718,2,0
718,10.8354902,61.4018432,5.722,12.61,3.602,3.457,19.627,18.184,18.282,17.611,78,4324,3656,2,2,0.87,0,0
719,11.0517325,61.4018558,2.007,-0.7775,3.24,3.042,18.988,17.767,17.708,17.182,89,4519,4026,96,2,0.323,0,0
720,10.8310177,61.4019744,2.568,6.28,4.515,4.417,20.427,18.89,18.97,18.184,60,3907,3248,17,2,0.519,0,0
721,11.1976087,61.4020477,999900000,999900000,999900000,999900000,99.999,99.999,99.999,19.576,20,3267,2796,23,1,4.491,0,0
722,10.8020598,61.4021904,125.5,-12.1,100.1,102.4,99.999,99.999,21.065,20.286,14,2542,1560,141,2,-0.004,0,0
723,11.3142423,61.4021973,-0.8837,2.207,4.851,4.801,20.42,19.037,18.771,17.852,68,4266,3592,76,1,2.549,0,0
724,10.8764464,61.4023537,0.5287,6.008,5.822,5.765,20.623,19.616,19.599,18.78,46,3591,3049,34,2,2.055,0,0
725,11.0410388,61.4026831,5.807,4.328,5.977,5.925,20.785,19.697,19.787,18.907,42,3383,2997,178,2,1.047,0,0
726,10.950213,61.4028075,2.004,-1.195,6.066,5.966,21.371,19.745,19.828,18.753,44,3439,3056,118,2,0.584,0,0
727,11.2727945,61.4028143,36.97,53.84,93.98,96.19,99.999,99.999,20.544,20.528,10,2534,1474,142,2,0.357,0,0
728,11.1729125,61.4028435,3.423,5.19,3.458,3.358,20.164,18.151,17.956,16.748,106,5004,4340,172,2,0.9,0,0
729,11.1647616,61.4030011,7.711,-156.6,86.78,87.83,99.999,99.999,21.158,20.221,14,2529,1654,10,2,0.314,0,0
730,11.1151635,61.4030664,-3.15,4.437,4.79,4.696,20.007,19.085,18.976,18.251,54,3651,3197,66,2,-0.225,0,0
731,11.2894235,61.4031163,999900000,999900000,999900000,999900000,99.999,99.999,99.999,19.929,11,3997,948,148,1,2.595,0,0
732,11.1329183,61.4031266,-4.14,2.122,6.268,6.311,20.647,18.458,18.824,17.741,86,5987,3817,114,1,6.377,0,0
733,10.9881015,61.4031512,62.57,-20.62,93.13,93.92,99.999,99.999,20.968,19.311,24,3383,2000,72,1,2.613,0,0
734,11.1038728,61.4033959,-6.864,6.363,6.338,6.339,20.569,18.47,19.156,17.683,69,6906,2514,84,1,1.747,1,0
735,11.1460201,61.4034979,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.022,8,2590,1359,6,1,2.416,0,0
736,11.0623059,61.403613,-92.13,-41.21,99.98,100.7,99.999,99.999,21.39,19.518,19,3200,1898,47,1,2.118,0,0
737,11.2377364,61.4036978,4.278,0.6031,2.991,2.742,18.864,17.405,17.346,16.323,121,5472,4676,91,2,0.143,1,0
738,11.2760289,61.4037122,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.569,10,2458,1260,1,2,1.392,0,0
739,11.2421957,61.4037488,-60.02,-90.13,86.67,87.01,99.999,99.999,21.277,19.922,18,2705,2312,179,2,-0.192,2,0
740,10.8406279,61.4038273,999900000,999900000,999900000,999900000,99.999,99.999,99.999,19.969,10,3843,1259,121,1,2.475,0,0
741,11.1437782,61.4039092,3.672,-5.686,5.483,5.424,20.853,19.407,19.507,18.891,35,3116,2751,70,2,-0.477,0,0
742,11.2292383,61.4039345,-568.4,348.4,99.99,100.8,99.999,99.999,21.376,19.56,22,5708,1880,121,1,4.351,0,0
743,11.0196663,61.4039969,-192.3,-58.36,91.05,92.35,99.999,99.999,20.716,19.578,27,3386,2131,152,2,1.416,0,0
744,11.1860051,61.404013,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.081,16,2626,1964,86,2,0.964,0,0
745,11.2188316,61.4041052,17.29,0.0333,8.152,8.271,21.536,19.907,20.099,19.003,33,2870,2705,24,2,-0.611,0,0
746,10.9974774,61.4042232,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.502,12,2345,1431,110,2,0.663,0,0
747,11.0471987,61.4042582,-25.97,-32.09,52.39,52.59,22.067,99.999,20.776,20.109,16,2492,2090,146,2,-0.844,0,0
748,10.8328603,61.4044765,-6.977,6.814,7.473,7.461,99.999,20.553,21.192,20.173,15,2777,1764,38,2,0.644,0,0
749,11.2994353,61.4045945,-3.703,0.7364,4.294,4.187,19.727,18.684,18.474,17.589,93,6663,3461,95,1,5.69,1,0
750,11.2676786,61.404626,199.6,644.4,57.11,58.32,99.999,99.999,20.909,19.992,15,2533,1632,3,2,-1.049,0,0
751,11.2793812,61.4051342,-8.379,6.376,4.601,4.51,20.565,18.997,19.072,17.872,61,3700,3482,127,2,-0.602,0,0
752,11.1536113,61.4052907,-18.83,0.7833,7.214,7.155,99.999,20.351,20.666,20.096,15,2351,1952,160,2,-0.976,0,0
753,11.1571029,61.4054075,-8.811,-9.764,7.166,7.14,21.209,20.279,19.823,18.891,35,4002,2313,91,1,2.236,0,0
754,11.0362242,61.4054207,43.3,-351.7,99.59,101.4,99.999,99.999,20.511,19.233,19,3339,1903,11,1,6.693,0,0
755,11.0999125,61.4055101,-6.033,-18.87,8.437,8.584,22.022,20.035,20.784,19.761,21,2894,1933,121,2,-0.659,0,0
756,11.2728088,61.4056115,-25.91,3.532,53.87,53.86,22.142,99.999,99.999,20.086,15,2223,1915,106,2,-0.813,0,0
757,11.2384256,61.405635,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.624,9,1863,1519,83,2,0.23,0,0
758,11.2988148,61.4057525,-66.07,81.22,5.18,5.116,99.999,99.999,21.199,20.162,15,2461,1809,52,2,0.378,2,0
759,11.1782994,61.4059478,135.9,25.75,86.78,87.48,99.999,99.999,21.164,20.194,15,3036,1573,139,2,1.662,0,0
760,11.1357545,61.405949,-1.045,14.81,8.765,8.921,21.308,20.096,19.742,19.32,24,3800,2202,89,1,3.213,0,0
761,11.2300776,61.4060412,131.8,122.6,58.83,58.57,22.312,99.999,20.693,18.9,34,4104,2317,58,1,3.423,0,0
762,10.8252016,61.4060773,-2.643,3.797,4.233,4.135,19.918,18.688,18.747,18.13,56,3595,3349,5,2,0.178,0,0
763,10.9511847,61.4061678,-12.32,-62.24,62.6,63.4,21.58,99.999,20.399,19.164,28,3116,2808,84,1,2.41,0,0
764,10.8607439,61.4063002,4.302,1.535,5.183,5.131,20.734,19.224,19.467,18.845,41,3148,3019,26,2,-0.144,0,0
765,11.0522401,61.406617,21.68,8.439,3.893,3.095,13.673,12.263,12.43,12.005,396,9404,8614,87,2,0.01,0,0
766,11.317566,61.4067036,3.421,-3.072,4.535,4.44,20.724,18.952,18.895,17.817,69,3946,3661,122,2,0.899,0,0
767,11.0268942,61.406742,27.48,31.4,7.805,7.806,99.999,20.666,20.02,19.189,29,3179,2923,59,1,4.869,0,0
768,11.2246706,61.4067712,-13.87,-2.481,2.941,2.498,15.978,14.874,15.002,14.77,182,6231,5944,89,2,0.222,0,0
769,11.3101662,61.4068611,1.596,-4.453,5.078,5.026,20.13,19.193,19.071,17.748,90,6436,4303,43,1,6.627,0,0
770,11.1532314,61.4070055,999900000,999900000,999900000,999900000,99.999,99.999,99.999,19.62,17,3366,1674,19,1,2.949,0,0
771,11.1177309,61.4070078,-148.8,-87.45,95.26,96.04,99.999,99.999,21.108,19.355,22,3363,2141,5,1,3.335,0,0
772,11.0079797,61.4072078,1.788,-6.622,7.096,7.177,21.236,18.888,19.46,18.252,54,3743,3248,22,2,0.761,0,0
773,11.1968444,61.4072278,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.681,8,2183,1301,35,2,0.119,0,0
774,11.1467805,61.4073247,-46.38,11.25,49.21,49.31,21.848,99.999,20.586,19.699,21,2668,2049,7,2,-0.658,0,0
775,11.2558361,61.4074106,-164.2,142.9,88.92,89.99,99.999,99.999,21.196,20.469,9,2006,1284,151,2,-1.621,0,0
776,10.9728035,61.4076375,-1.152,6.26,6.487,6.43,22.243,20.205,19.801,18.453,47,3305,3161,44,2,-0.453,0,0
777,11.1116685,61.4077062,7.275,13.26,8.206,8.307,21.124,19.481,19.998,18.974,36,5155,2340,142,1,5.139,0,0
778,11.0969022,61.407818,-16.04,-0.2685,6.422,6.465,20.23,18.516,18.808,17.961,66,4908,3264,93,1,1.495,2,0
779,11.1290182,61.4078248,7.541,-6.173,3.446,3.343,19.078,18.108,17.925,17.271,86,4632,3893,102,2,-0.107,1,0
780,11.0999595,61.4078512,-2.615,-5.563,6.953,6.9,22.438,20.431,20.291,19.241,26,3108,2257,93,2,-1.863,1,0
781,10.827769,61.4078564,999900000,999900000,999900000,999900000,99.999,99.999,99.999,19.833,14,2825,1823,52,1,2.267,0,0
782,10.9504043,61.4079927,-3.013,-4.159,6.633,6.531,99.999,20.302,19.826,18.532,48,3545,3240,22,2,0.951,0,0
783,11.0638981,61.4080105,-88.12,-14.04,94.68,96.97,99.999,99.999,20.7,20.283,14,2657,1521,161,2,1.248,0,0
784,11.2816347,61.4080609,15.24,29.17,8.875,9.016,99.999,19.944,20.975,19.273,25,5494,1611,25,1,5.439,0,0
785,10.8320158,61.4080672,4.423,-5.205,8.45,8.591,21.497,20.197,19.864,19.377,32,3319,2646,40,2,1.012,0,0
786,11.1667595,61.4080832,6.268,-0.1783,56.46,56.8,22.41,99.999,20.705,20.54,9,2047,1416,70,2,-0.661,0,0
787,11.3197558,61.4081761,2.606,2.203,8.641,8.792,99.999,20.183,20.251,19.74,22,2742,2291,41,2,0.913,0,0
788,11.0032442,61.4082041,-7.708,0.1899,2.992,2.741,18.588,17.328,17.196,16.577,101,4784,4337,43,2,-1.064,0,0
789,11.126009,61.4086459,-22.53,10.02,3.9,3.808,99.999,99.999,20.676,20.18,9,2157,1255,133,4,-3.422,2,0
790,11.0082559,61.4086946,11.08,91.22,7.565,7.666,99.999,99.999,20.909,19.925,17,2290,1923,171,2,-1.573,0,0
791,10.9390483,61.4088161,-9.265,-0.7511,3.382,2.758,15.129,13.378,13.489,16.374,216,10490,5443,152,1,6.219,2,0
792,10.8607118,61.4090292,-0.8895,7.657,4.751,4.648,20.39,18.997,19.136,18.601,44,3184,3051,24,2,-0.482,0,0
793,10.9607227,61.4091323,46.33,195.5,59.85,59.74,22.198,99.999,20.732,19.112,30,3599,2742,60,1,4.898,0,0
794,11.2348658,61.4091335,-107.3,-35.32,6.711,6.612,21.329,99.999,20.05,19.085,34,3456,2529,113,2,1.134,4,0
795,11.1752232,61.4091547,12.3,-18.3,4.906,4.89,19.801,17.84,18.143,17.078,178,9181,6296,159,1,10.837,2,0
796,11.1439071,61.4092188,-2.176,9.683,7.102,7.033,22.007,20.725,20.406,18.917,37,3342,2670,56,2,0.622,0,0
797,11.2290538,61.409287,11.82,9.61,6.448,6.355,21.551,19.945,19.711,17.976,56,4694,3259,78,1,0.76,2,0
798,11.2374493,61.4093036,2.295,-11.58,6.812,6.71,21.953,20.252,20.194,19.441,24,2613,2299,34,2,-1.103,3,0
799,10.8662408,61.4093541,9.345,-4.637,7.134,7.171,20.786,18.869,19.231,18.447,42,3240,2777,68,2,-1.704,0,0
800,10.8457542,61.4095111,-8.154,3.771,6.396,6.305,21.358,19.723,19.383,18.793,39,3562,3172,77,1,2.47,0,0
801,10.9382719,61.40953,-16.25,9.949,3.382,2.76,15.129,13.378,13.489,16.44,210,10431,5496,153,1,6.401,1,0
802,10.8517897,61.4095621,-7.082,-15.77,4.257,4.199,18.412,17.521,17.565,17.066,109,8045,3811,16,1,3.15,2,0
803,10.9464011,61.4095907,119.3,-11.96,49.6,49.25,22.13,99.999,20.127,19.406,28,2743,2553,57,2,-0.157,0,0
804,10.8196181,61.4096612,-93.07,-162.4,83.69,84.42,99.999,99.999,20.922,20.197,16,2971,1633,44,2,1.704,0,0
805,11.232028,61.4097408,1.839,11.44,6.208,6.254,20.219,18.512,19.066,17.997,64,4150,3496,75,2,1.34,1,0
806,10.9942219,61.4097723,999900000,999900000,999900000,999900000,99.999,99.999,99.999,19.698,15,3781,1947,51,1,2.72,0,0
807,11.0823869,61.4097735,-5.872,8.041,51.9,52.28,21.818,99.999,20.678,20.234,13,2247,1566,136,2,-1.669,0,0
808,11.1743329,61.4098835,-0.4176,11.16,3.259,3.003,18.574,16.965,17.654,16.8,185,8770,5087,162,1,6.866,1,0
809,11.0651999,61.4098915,-49.9,-4.338,8.19,8.318,99.999,19.356,20.437,20.438,12,2378,1504,28,2,0.417,0,0
810,10.8332751,61.4099356,0.7855,-1.571,6.335,6.251,21.303,19.756,19.983,18.665,40,3987,2551,67,1,1.837,0,0
811,11.0676653,61.4100428,29.66,4.219,7.942,8.044,20.758,19.356,20.059,19.754,20,2570,2268,76,2,-0.99,0,0
812,10.9864577,61.4102215,-9.203,-2.004,7.178,7.075,22.321,20.759,20.131,19.156,31,3165,2321,52,2,-0.046,0,0
813,11.2932279,61.4103235,81.18,-105.2,6.959,7.021,22.283,99.999,20.874,19.418,21,3169,2106,93,1,2.446,3,0
814,11.0062156,61.4103527,-58.07,-41.17,79.23,79.23,99.999,99.999,20.973,19.426,31,3550,2539,136,2,1.884,0,0
815,11.1060764,61.4103883,1.057,-2.973,4.615,4.57,20.044,18.982,18.958,18.177,66,3821,3756,132,2,1.559,0,0
816,10.8277232,61.4104444,-0.6942,-1.242,3.332,3.138,19.075,17.839,18.084,17.563,68,3918,3580,27,2,-1.403,0,0
817,11.3113465,61.4108019,98.02,8.31,100.8,103.5,99.999,99.999,21.176,20.191,13,1997,1697,77,2,-1.923,0,0
818,11.2498326,61.4108816,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.513,10,2391,1201,11,2,-0.41,0,0
819,11.0495621,61.4109096,-5.425,1.863,3.395,3.244,19.262,17.932,18.11,17.609,64,3746,3531,105,2,-1.908,0,0
820,11.0863202,61.4111354,-5.402,0.9164,4.672,4.58,20.424,18.988,19.127,18.21,61,3842,3547,111,2,0.198,0,0
821,10.9688381,61.4111789,10.35,9.205,4.532,4.442,20.753,18.955,18.995,17.773,81,4481,4006,12,2,1.16,0,0
822,11.0009799,61.4112443,-6.354,9.432,5.692,5.75,19.821,18.335,18.577,17.514,82,5168,3594,143,2,1.689,0,0
823,10.874598,61.4113348,0.4574,-3.474,3.716,3.617,19.53,18.318,18.345,17.765,67,3803,3713,173,2,-0.476,0,0
824,11.0797685,61.4113365,-0.1775,5.472,2.938,2.643,18.123,17.205,17.023,16.495,104,4856,4422,34,2,-0.894,0,0
825,11.138963,61.4114425,999900000,999900000,999900000,999900000,99.999,99.999,99.999,19.591,15,4330,2120,141,1,5.331,0,0
826,11.2914156,61.4115325,-6.764,7.258,6.078,6.123,19.85,18.383,18.885,17.959,67,4884,3636,8,1,1.717,2,0
827,11.2634324,61.4116224,124.9,117.3,95.06,97.61,99.999,99.999,20.582,20.663,8,1947,1252,164,2,-0.497,0,0
828,10.8347539,61.4118143,-19.8,66.13,97.95,100.6,99.999,99.999,20.822,20.598,10,2197,1345,108,2,0.214,0,0
829,11.1469976,61.4118785,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.618,9,2346,1124,46,2,0.688,0,0
830,10.8449663,61.4119203,-2.191,0.04442,4.014,3.921,19.868,18.517,18.721,17.989,62,3808,3418,17,2,0.179,0,0
831,11.0121709,61.4122584,6.022,0.9118,6.803,6.75,21.474,20.315,19.96,19.217,32,3232,2396,77,2,0.609,0,0
832,11.2564199,61.412318,6.444,-11.19,7.43,7.414,99.999,20.652,20.816,19.981,15,2329,1767,48,2,-1.516,0,0
833,11.251897,61.4123254,0.5359,5.835,7.853,7.898,20.706,19.262,19.095,17.944,73,6215,3433,129,1,6.365,0,0
834,11.0660358,61.4125025,999900000,999900000,999900000,999900000,99.999,99.999,99.999,20.7,8,2011,1148,115,2,-0.914,0,0
835,10.8525609,61.4125603,-1.176,9.644,2.804,2.413,16.893,15.713,15.752,15.327,175,6854,5516,8,2,1.312,1,0
836,11.3103565,61.4126875,9.519,5.968,3.459,3.314,19.455,18.093,17.994,17.355,83,4508,3796,154,2,0.758,0,0
837,11.0218831,61.4128033,213,-135,92.34,93.13,99.999,99.999,20.958,19.177,29,3496,3002,77,1,4.107,0,0
838,11.2922132,61.4130588,16.59,3.974,6.167,6.21,20.059,18.413,18.9,17.802,70,5188,3468,13,1,2.445,1,0
839,10.8828475,61.4130892,-101.6,-56.54,74.56,75.35,99.999,99.999,20.292,20.035,15,2027,1787,45,2,-2.756,0,0
840,11.2472068,61.4132668,-98.13,-9.883,64.03,66.03,22.189,99.999,99.999,20.511,9,2159,1159,14,2,-1.53,0,0
841,11.2884471,61.4137928,73.53,-60.96,50.41,50.34,21.996,99.999,20.358,19.819,19,2439,2210,21,2,-1.163,0,0
842,10.8167625,61.4139899,18.6,-8.031,8.879,9.038,99.999,20.072,20.698,19.542,21,3071,2348,48,1,3.858,0,0
843,10.9717562,61.41403,-13.36,2.983,7.86,7.941,22.249,19.496,20.087,18.788,44,3265,2940,155,2,-0.258,0,0
844,11.1375146,61.4140678,-8.925,-3.645,3.304,3.158,18.956,17.876,17.863,17.387,78,4237,3757,47,2,0.246,5,0
845,11.2638283,61.414144,-33.37,-50.47,61.48,61.85,22.122,99.999,20.143,19.55,22,3595,2021,41,1,3.735,0,0
846,11.1654274,61.4142093,0.1109,3.261,3.161,2.599,16.216,13.693,13.567,12.329,344,9166,8189,20,2,0.23,0,0
847,10.8465534,61.4142718,27.35,8.281,8.573,8.731,21.348,20.162,20.512,20.098,17,2913,1942,31,2,0.703,0,0
848,11.2560997,61.4143491,-106.7,73.39,80.73,81.09,99.999,99.999,20.813,19.973,16,2430,1806,37,2,-0.814,0,0
849,10.9022891,61.4144637,-13.23,0.05152,7.988,8.106,21.794,19.698,20.006,18.919,35,2953,2674,121,2,-1.1,0,0
850,11.0791525,61.4144712,2.327,32.66,8.405,8.563,99.999,19.743,20.998,19.99,19,2927,2067,96,2,1.202,0,0
851,10.872415,61.4144815,-15,5.83,8.462,8.61,21.742,20.082,20.414,19.853,19,2566,2024,136,2,-1.054,0,0
852,11.2227168,61.4145004,1.687,-6.061,6.966,6.883,21.905,20.076,20.407,19.349,24,3670,1983,170,1,1.433,0,0
853,10.8662832,61.4146545,35.83,-136.9,96.63,98.47,99.999,99.999,20.319,19.2,27,3322,2380,11,1,3.564,0,0
854,11.0388278,61.4146751,-3.972,-5.329,3.578,3.481,19.723,18.206,18.199,17.427,78,4112,3863,144,2,-0.419,0,0
855,11.131479,61.4147553,5.153,3.866,6.529,6.477,21.171,19.964,19.51,19.381,25,2582,2388,168,2,-1.306,0,0
856,11.3157956,61.414961,8.2,9.21,6.89,6.929,20.391,18.637,18.886,17.946,70,5145,3285,134,1,4.115,0,0
857,11.28311,61.4150166,-6.417,-12.5,4.807,4.76,20.484,19.049,19.329,18.501,43,3447,2829,72,2,-0.444,0,0
858,11.1416026,61.4151398,3.639,4.961,3.057,2.863,18.687,17.548,17.435,16.893,95,4617,4215,175,2,0.06,4,0
859,11.0872776,61.4151982,27.85,9.42,45.13,44.51,22.109,99.999,19.55,18.768,43,3449,2950,79,2,0.101,0,0
860,10.8921225,61.4153163,21.08,-45.37,8.061,8.151,22.14,19.264,20.364,18.593,52,6397,3077,136,1,7.84,0,0
861,10.8066544,61.4156577,-7.658,140.3,94.26,95.65,99.999,99.999,21.522,20.65,9,2483,1004,122,2,-0.176,0,0
